Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
28.0,39.0,10246.0,44.0,5.0,10.0,3.0,16.0,9.0,12.0,1.0,Female,Sales,PhD,Single,Technician,No,Travel_Rarely,1,0.41025641025641024,0.23076923076923078,0.0009759906304899473,less,less,0.48325892857142855,Very Far,Under 30,117.0
56.0,32.0,15018.0,42.0,4.0,22.0,1.0,25.0,0.0,12.0,3.0,Female,Finance,Bachelors,Married,Manager,Yes,Travel_Rarely,0,0.78125,0.0,0.0014649087761353043,less,greater,0.5064177362893816,Very Far,50+,32.0
64.0,29.0,15088.0,32.0,4.0,11.0,4.0,21.0,11.0,11.0,1.0,Female,Finance,PhD,Single,Executive,No,Travel_Frequently,1,0.7241379310344828,0.3793103448275862,0.0007290562036055143,equal,less,0.5064177362893816,Far,50+,116.0
36.0,30.0,18124.0,20.0,5.0,16.0,2.0,1.0,0.0,0.0,1.0,Male,Development,Masters,Divorced,Engineer,Yes,Non-Travel,1,0.03333333333333333,0.0,0.0008828073273008167,equal,less,0.49280575539568344,Moderate,30-40,60.0
32.0,33.0,18831.0,17.0,4.0,21.0,2.0,26.0,4.0,16.0,3.0,Female,Development,PhD,Married,Executive,No,Travel_Frequently,1,0.7878787878787878,0.12121212121212122,0.0011151824119802454,greater,equal,0.49280575539568344,Moderate,30-40,66.0
45.0,6.0,3821.0,29.0,4.0,22.0,1.0,5.0,2.0,5.0,3.0,Male,Support,PhD,Single,Clerk,No,Travel_Rarely,0,0.8333333333333334,0.3333333333333333,0.0057576550641193405,greater,equal,0.48679678530424797,Far,40-50,6.0
41.0,24.0,5819.0,39.0,1.0,4.0,4.0,13.0,5.0,13.0,1.0,Male,Finance,PhD,Married,Executive,Yes,Travel_Frequently,0,0.5416666666666666,0.20833333333333334,0.0006874033339061695,equal,less,0.5064177362893816,Very Far,40-50,96.0
25.0,20.0,13164.0,32.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,Male,Sales,Bachelors,Married,Technician,No,Travel_Rarely,0,0.0,0.0,0.00030385900941962927,less,less,0.48325892857142855,Far,Under 30,20.0
26.0,35.0,18991.0,24.0,2.0,2.0,2.0,15.0,3.0,6.0,3.0,Female,Support,High School,Divorced,Engineer,No,Travel_Rarely,1,0.42857142857142855,0.08571428571428572,0.00010531304302037807,greater,equal,0.48679678530424797,Moderate,Under 30,70.0
64.0,26.0,11443.0,44.0,3.0,2.0,2.0,16.0,13.0,0.0,4.0,Female,HR,Bachelors,Single,Manager,No,Travel_Rarely,0,0.6153846153846154,0.5,0.00017477934108188413,equal,equal,0.47465437788018433,Very Far,50+,52.0
50.0,16.0,18669.0,42.0,4.0,16.0,4.0,12.0,11.0,4.0,1.0,Male,Sales,Bachelors,Divorced,Clerk,Yes,Travel_Frequently,1,0.75,0.6875,0.0008570357276768975,less,less,0.48325892857142855,Very Far,40-50,64.0
50.0,3.0,13498.0,2.0,1.0,23.0,2.0,2.0,1.0,1.0,1.0,Female,Sales,Bachelors,Divorced,Manager,Yes,Travel_Frequently,1,0.6666666666666666,0.3333333333333333,0.0017039561416506148,less,less,0.48325892857142855,Close,40-50,6.0
20.0,21.0,5835.0,40.0,4.0,14.0,2.0,21.0,2.0,4.0,2.0,Female,Support,High School,Single,Clerk,Yes,Non-Travel,1,1.0,0.09523809523809523,0.002399314481576692,equal,less,0.48679678530424797,Very Far,Under 30,42.0
27.0,34.0,6235.0,42.0,4.0,18.0,4.0,28.0,15.0,5.0,4.0,Female,HR,Masters,Married,Technician,Yes,Non-Travel,0,0.8235294117647058,0.4411764705882353,0.0028869286287089013,greater,equal,0.47465437788018433,Very Far,Under 30,136.0
57.0,14.0,15122.0,38.0,5.0,22.0,3.0,3.0,0.0,2.0,1.0,Female,Support,Bachelors,Divorced,Engineer,No,Travel_Rarely,0,0.21428571428571427,0.0,0.0014548340166644625,equal,less,0.48679678530424797,Very Far,50+,42.0
64.0,39.0,14015.0,34.0,5.0,9.0,4.0,31.0,11.0,16.0,3.0,Male,Support,Bachelors,Divorced,Executive,Yes,Travel_Rarely,1,0.7948717948717948,0.28205128205128205,0.0006421691045308598,greater,equal,0.48679678530424797,Far,50+,156.0
59.0,20.0,16601.0,46.0,3.0,10.0,3.0,18.0,5.0,4.0,3.0,Male,Development,High School,Single,Technician,Yes,Non-Travel,0,0.9,0.25,0.0006023733510029517,equal,equal,0.49280575539568344,Very Far,50+,60.0
18.0,12.0,9509.0,43.0,5.0,23.0,3.0,11.0,2.0,3.0,3.0,Female,Finance,High School,Divorced,Engineer,No,Non-Travel,1,0.9166666666666666,0.16666666666666666,0.002418761173624987,greater,greater,0.5064177362893816,Very Far,Under 30,36.0
46.0,10.0,8716.0,2.0,4.0,8.0,1.0,4.0,1.0,2.0,2.0,Male,Finance,PhD,Divorced,Technician,No,Travel_Frequently,1,0.4,0.1,0.0009178522257916476,less,equal,0.5064177362893816,Close,40-50,10.0
51.0,26.0,18918.0,36.0,4.0,13.0,1.0,15.0,4.0,0.0,4.0,Male,Sales,Bachelors,Single,Clerk,No,Non-Travel,1,0.5769230769230769,0.15384615384615385,0.0006871762342742361,greater,greater,0.48325892857142855,Far,50+,26.0
30.0,30.0,10207.0,6.0,5.0,23.0,3.0,11.0,5.0,7.0,4.0,Female,Development,Bachelors,Married,Manager,No,Travel_Rarely,0,0.36666666666666664,0.16666666666666666,0.0022533555403154697,equal,greater,0.49280575539568344,Close,Under 30,90.0
18.0,31.0,10752.0,36.0,1.0,6.0,3.0,15.0,13.0,3.0,4.0,Male,Finance,Masters,Single,Clerk,No,Travel_Frequently,0,0.4838709677419355,0.41935483870967744,0.0005580357142857143,greater,greater,0.5064177362893816,Far,Under 30,93.0
51.0,29.0,4925.0,22.0,5.0,9.0,3.0,12.0,9.0,3.0,1.0,Female,Support,PhD,Divorced,Executive,Yes,Non-Travel,0,0.41379310344827586,0.3103448275862069,0.0018274111675126903,equal,less,0.48679678530424797,Moderate,50+,87.0
46.0,17.0,2909.0,5.0,1.0,0.0,1.0,17.0,14.0,4.0,1.0,Female,Support,Bachelors,Single,Clerk,Yes,Non-Travel,0,1.0,0.8235294117647058,0.0,less,less,0.48679678530424797,Close,40-50,17.0
64.0,15.0,11605.0,38.0,5.0,0.0,1.0,5.0,0.0,2.0,4.0,Female,HR,Masters,Married,Manager,Yes,Non-Travel,1,0.3333333333333333,0.0,0.0,equal,equal,0.47465437788018433,Very Far,50+,15.0
46.0,8.0,7008.0,22.0,4.0,7.0,3.0,4.0,0.0,3.0,4.0,Female,Support,Masters,Married,Engineer,Yes,Travel_Frequently,1,0.5,0.0,0.0009988584474885844,greater,greater,0.48679678530424797,Moderate,40-50,24.0
41.0,36.0,5113.0,11.0,2.0,6.0,4.0,18.0,1.0,5.0,4.0,Male,HR,Masters,Single,Technician,Yes,Non-Travel,0,0.5,0.027777777777777776,0.001173479366321142,greater,equal,0.47465437788018433,Close,40-50,144.0
43.0,9.0,13252.0,43.0,1.0,17.0,2.0,3.0,2.0,0.0,3.0,Male,Finance,Masters,Married,Engineer,No,Travel_Frequently,1,0.3333333333333333,0.2222222222222222,0.0012828252339269544,greater,greater,0.5064177362893816,Very Far,40-50,18.0
34.0,11.0,8153.0,31.0,2.0,24.0,2.0,6.0,2.0,2.0,1.0,Male,Sales,PhD,Single,Manager,Yes,Travel_Frequently,0,0.5454545454545454,0.18181818181818182,0.002943701704893904,less,less,0.48325892857142855,Far,30-40,22.0
24.0,7.0,16765.0,42.0,4.0,22.0,1.0,1.0,0.0,1.0,3.0,Male,HR,PhD,Single,Clerk,Yes,Travel_Frequently,1,0.14285714285714285,0.0,0.00131225767968983,greater,less,0.47465437788018433,Very Far,Under 30,7.0
30.0,2.0,19875.0,29.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0,Female,Finance,High School,Married,Technician,No,Travel_Frequently,1,0.5,0.5,0.0004025157232704403,less,less,0.5064177362893816,Far,Under 30,2.0
22.0,18.0,9944.0,33.0,5.0,14.0,2.0,15.0,12.0,7.0,2.0,Male,Finance,PhD,Single,Engineer,No,Travel_Rarely,0,0.8333333333333334,0.6666666666666666,0.0014078841512469831,greater,equal,0.5064177362893816,Far,Under 30,36.0
43.0,10.0,4254.0,22.0,1.0,0.0,1.0,7.0,1.0,7.0,2.0,Male,Finance,Masters,Single,Engineer,No,Non-Travel,0,0.7,0.1,0.0,greater,equal,0.5064177362893816,Moderate,40-50,10.0
20.0,7.0,18038.0,49.0,1.0,10.0,3.0,4.0,4.0,3.0,3.0,Male,Development,PhD,Married,Clerk,Yes,Travel_Frequently,0,0.5714285714285714,0.5714285714285714,0.000554385186827808,greater,equal,0.49280575539568344,Very Far,Under 30,21.0
24.0,25.0,17939.0,27.0,3.0,18.0,2.0,9.0,6.0,2.0,2.0,Male,Development,Bachelors,Divorced,Technician,No,Travel_Rarely,0,0.36,0.24,0.0010034004125090584,less,less,0.49280575539568344,Far,Under 30,50.0
56.0,22.0,3233.0,8.0,1.0,9.0,3.0,2.0,1.0,2.0,1.0,Female,Finance,Masters,Single,Technician,No,Travel_Rarely,1,0.09090909090909091,0.045454545454545456,0.0027837921435199505,less,less,0.5064177362893816,Close,50+,66.0
18.0,9.0,7631.0,48.0,4.0,17.0,2.0,4.0,0.0,1.0,2.0,Male,Support,Masters,Single,Manager,No,Non-Travel,0,0.4444444444444444,0.0,0.0022277552090158564,less,less,0.48679678530424797,Very Far,Under 30,18.0
34.0,17.0,16515.0,6.0,2.0,21.0,2.0,12.0,10.0,5.0,3.0,Female,Development,Masters,Married,Technician,Yes,Non-Travel,0,0.7058823529411765,0.5882352941176471,0.0012715712988192551,equal,equal,0.49280575539568344,Close,30-40,34.0
60.0,11.0,2129.0,46.0,2.0,3.0,1.0,4.0,3.0,0.0,2.0,Male,HR,Bachelors,Single,Clerk,No,Travel_Frequently,1,0.36363636363636365,0.2727272727272727,0.0014091122592766556,equal,less,0.47465437788018433,Very Far,50+,11.0
42.0,38.0,5716.0,25.0,5.0,17.0,3.0,4.0,3.0,2.0,4.0,Female,Development,Masters,Married,Technician,Yes,Non-Travel,1,0.10526315789473684,0.07894736842105263,0.002974107767669699,greater,greater,0.49280575539568344,Moderate,40-50,114.0
20.0,25.0,13267.0,34.0,3.0,17.0,3.0,5.0,5.0,2.0,1.0,Female,Support,PhD,Divorced,Manager,Yes,Non-Travel,1,0.2,0.2,0.001281374839828145,less,less,0.48679678530424797,Far,Under 30,75.0
32.0,10.0,7273.0,9.0,2.0,21.0,4.0,4.0,2.0,1.0,2.0,Male,Sales,Bachelors,Divorced,Engineer,Yes,Non-Travel,0,0.4,0.2,0.0028873917228103944,greater,equal,0.48325892857142855,Close,30-40,40.0
46.0,9.0,10697.0,36.0,2.0,24.0,3.0,4.0,4.0,0.0,1.0,Female,Development,Masters,Married,Technician,No,Non-Travel,1,0.4444444444444444,0.4444444444444444,0.002243619706459755,less,less,0.49280575539568344,Far,40-50,27.0
60.0,2.0,7628.0,31.0,1.0,21.0,3.0,2.0,2.0,2.0,3.0,Male,Finance,PhD,Divorced,Clerk,Yes,Travel_Frequently,0,1.0,1.0,0.00275301520713162,greater,greater,0.5064177362893816,Far,50+,6.0
49.0,6.0,6913.0,19.0,4.0,19.0,1.0,2.0,0.0,2.0,4.0,Female,Finance,PhD,Married,Technician,No,Travel_Rarely,0,0.3333333333333333,0.0,0.0027484449587733255,greater,greater,0.5064177362893816,Moderate,40-50,6.0
43.0,3.0,15081.0,49.0,4.0,11.0,4.0,1.0,0.0,0.0,1.0,Female,Finance,High School,Single,Executive,No,Non-Travel,0,0.3333333333333333,0.0,0.0007293946024799417,equal,less,0.5064177362893816,Very Far,40-50,12.0
42.0,7.0,6718.0,24.0,4.0,17.0,1.0,2.0,1.0,0.0,4.0,Male,Support,PhD,Single,Engineer,Yes,Travel_Rarely,1,0.2857142857142857,0.14285714285714285,0.00253051503423638,greater,greater,0.48679678530424797,Moderate,40-50,7.0
45.0,37.0,2096.0,34.0,2.0,5.0,2.0,16.0,1.0,7.0,4.0,Female,HR,High School,Single,Executive,Yes,Travel_Rarely,0,0.43243243243243246,0.02702702702702703,0.002385496183206107,greater,equal,0.47465437788018433,Far,40-50,74.0
26.0,12.0,7401.0,17.0,1.0,22.0,3.0,11.0,11.0,10.0,2.0,Male,Support,High School,Married,Clerk,Yes,Non-Travel,0,0.9166666666666666,0.9166666666666666,0.0029725712741521418,equal,less,0.48679678530424797,Moderate,Under 30,36.0
18.0,11.0,13058.0,34.0,4.0,18.0,1.0,6.0,3.0,6.0,2.0,Female,Sales,Bachelors,Divorced,Technician,No,Non-Travel,0,0.5454545454545454,0.2727272727272727,0.0013784653086230663,less,equal,0.48325892857142855,Far,Under 30,11.0
46.0,34.0,14218.0,35.0,3.0,19.0,2.0,33.0,14.0,9.0,3.0,Female,Finance,PhD,Divorced,Manager,No,Travel_Frequently,0,0.9705882352941176,0.4117647058823529,0.001336334224222816,less,greater,0.5064177362893816,Far,40-50,68.0
39.0,37.0,18982.0,36.0,3.0,22.0,3.0,18.0,1.0,11.0,2.0,Female,Support,Bachelors,Single,Technician,Yes,Non-Travel,0,0.4864864864864865,0.02702702702702703,0.0011589927299546939,less,less,0.48679678530424797,Far,30-40,111.0
33.0,35.0,5963.0,13.0,3.0,24.0,3.0,8.0,5.0,5.0,3.0,Female,HR,Bachelors,Single,Technician,Yes,Non-Travel,0,0.22857142857142856,0.14285714285714285,0.004024819721616636,equal,less,0.47465437788018433,Close,30-40,105.0
58.0,1.0,15854.0,25.0,4.0,14.0,1.0,1.0,0.0,1.0,3.0,Female,Finance,Masters,Married,Technician,No,Non-Travel,0,1.0,0.0,0.0008830579033682352,equal,greater,0.5064177362893816,Moderate,50+,1.0
61.0,14.0,13973.0,12.0,1.0,4.0,2.0,10.0,6.0,9.0,4.0,Female,HR,Bachelors,Divorced,Technician,No,Travel_Rarely,1,0.7142857142857143,0.42857142857142855,0.0002862663708580835,greater,equal,0.47465437788018433,Close,50+,28.0
31.0,25.0,16140.0,46.0,4.0,1.0,2.0,8.0,7.0,5.0,1.0,Male,Finance,Bachelors,Married,Clerk,Yes,Travel_Frequently,0,0.32,0.28,6.195786864931847e-05,less,less,0.5064177362893816,Very Far,30-40,50.0
46.0,4.0,7164.0,38.0,3.0,7.0,3.0,4.0,1.0,4.0,3.0,Female,Development,High School,Divorced,Executive,Yes,Non-Travel,0,1.0,0.25,0.000977107761027359,greater,equal,0.49280575539568344,Very Far,40-50,12.0
36.0,24.0,3339.0,1.0,3.0,24.0,2.0,16.0,2.0,15.0,3.0,Male,Finance,PhD,Married,Manager,No,Non-Travel,1,0.6666666666666666,0.08333333333333333,0.0071877807726864335,less,greater,0.5064177362893816,Close,30-40,48.0
36.0,33.0,17548.0,48.0,1.0,10.0,1.0,6.0,1.0,3.0,3.0,Female,Finance,Masters,Divorced,Clerk,Yes,Travel_Rarely,1,0.18181818181818182,0.030303030303030304,0.0005698655117392296,greater,greater,0.5064177362893816,Very Far,30-40,33.0
19.0,3.0,14286.0,6.0,5.0,17.0,1.0,2.0,1.0,1.0,4.0,Male,Development,High School,Married,Engineer,Yes,Travel_Rarely,1,0.6666666666666666,0.3333333333333333,0.0011899762004759906,greater,greater,0.49280575539568344,Close,Under 30,3.0
58.0,33.0,13595.0,45.0,3.0,9.0,3.0,0.0,0.0,0.0,1.0,Male,HR,Masters,Single,Executive,No,Travel_Rarely,0,0.0,0.0,0.0006620080912100037,equal,less,0.47465437788018433,Very Far,50+,99.0
32.0,28.0,15721.0,11.0,5.0,3.0,4.0,25.0,0.0,0.0,1.0,Female,Sales,High School,Married,Manager,Yes,Travel_Rarely,1,0.8928571428571429,0.0,0.00019082755549901405,less,less,0.48325892857142855,Close,30-40,112.0
20.0,4.0,8466.0,16.0,4.0,16.0,3.0,2.0,2.0,0.0,4.0,Male,Sales,Bachelors,Divorced,Manager,No,Non-Travel,0,0.5,0.5,0.0018899125915426411,equal,greater,0.48325892857142855,Moderate,Under 30,12.0
28.0,17.0,7463.0,22.0,3.0,16.0,4.0,12.0,8.0,10.0,3.0,Male,Sales,High School,Single,Clerk,Yes,Travel_Frequently,0,0.7058823529411765,0.47058823529411764,0.002143909955781857,greater,greater,0.48325892857142855,Moderate,Under 30,68.0
63.0,3.0,7490.0,46.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,Male,Support,Masters,Single,Technician,No,Travel_Frequently,0,0.6666666666666666,0.0,0.000534045393858478,less,less,0.48679678530424797,Very Far,50+,6.0
57.0,19.0,19654.0,37.0,4.0,2.0,3.0,13.0,6.0,3.0,4.0,Female,Development,Bachelors,Divorced,Clerk,No,Travel_Rarely,0,0.6842105263157895,0.3157894736842105,0.00010176045588684237,greater,greater,0.49280575539568344,Far,50+,57.0
35.0,5.0,2218.0,26.0,3.0,6.0,2.0,3.0,1.0,1.0,2.0,Male,Sales,High School,Single,Clerk,Yes,Travel_Rarely,0,0.6,0.2,0.002705139765554554,equal,equal,0.48325892857142855,Far,30-40,10.0
19.0,19.0,2533.0,26.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,Female,Finance,PhD,Divorced,Executive,No,Non-Travel,0,0.0,0.0,0.0015791551519936833,greater,equal,0.5064177362893816,Far,Under 30,19.0
49.0,19.0,16977.0,42.0,4.0,9.0,3.0,1.0,0.0,0.0,4.0,Female,Sales,Masters,Single,Engineer,No,Non-Travel,0,0.05263157894736842,0.0,0.0005301289980561937,greater,greater,0.48325892857142855,Very Far,40-50,57.0
25.0,26.0,16854.0,21.0,1.0,23.0,2.0,20.0,16.0,5.0,3.0,Male,HR,High School,Married,Manager,No,Non-Travel,1,0.7692307692307693,0.6153846153846154,0.0013646612080218347,less,less,0.47465437788018433,Moderate,Under 30,52.0
23.0,31.0,11565.0,15.0,3.0,16.0,2.0,20.0,5.0,13.0,2.0,Male,Development,Bachelors,Single,Engineer,No,Travel_Frequently,0,0.6451612903225806,0.16129032258064516,0.0013834846519671423,greater,less,0.49280575539568344,Moderate,Under 30,62.0
29.0,9.0,18448.0,39.0,3.0,16.0,3.0,2.0,0.0,2.0,4.0,Female,Support,PhD,Single,Executive,Yes,Travel_Frequently,0,0.2222222222222222,0.0,0.0008673026886383347,greater,greater,0.48679678530424797,Very Far,Under 30,27.0
64.0,17.0,6341.0,35.0,5.0,6.0,3.0,1.0,0.0,1.0,1.0,Female,Finance,Masters,Married,Technician,Yes,Travel_Rarely,0,0.058823529411764705,0.0,0.0009462229932187353,less,less,0.5064177362893816,Far,50+,51.0
57.0,11.0,7082.0,11.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,Male,Development,PhD,Married,Engineer,No,Travel_Frequently,1,0.36363636363636365,0.36363636363636365,0.0007060152499293985,greater,less,0.49280575539568344,Close,50+,33.0
53.0,9.0,15896.0,9.0,5.0,8.0,3.0,1.0,0.0,0.0,1.0,Female,HR,PhD,Single,Manager,Yes,Travel_Frequently,0,0.1111111111111111,0.0,0.0005032712632108706,less,less,0.47465437788018433,Close,50+,27.0
32.0,23.0,13334.0,42.0,1.0,7.0,4.0,14.0,9.0,14.0,2.0,Female,Sales,PhD,Divorced,Clerk,Yes,Travel_Frequently,0,0.6086956521739131,0.391304347826087,0.0005249737513124343,equal,equal,0.48325892857142855,Very Far,30-40,92.0
45.0,23.0,18068.0,23.0,1.0,13.0,2.0,15.0,9.0,14.0,4.0,Male,Development,PhD,Divorced,Technician,No,Non-Travel,0,0.6521739130434783,0.391304347826087,0.0007195040956386983,greater,greater,0.49280575539568344,Moderate,40-50,46.0
62.0,37.0,7594.0,4.0,3.0,21.0,2.0,1.0,1.0,0.0,3.0,Female,HR,Bachelors,Single,Executive,Yes,Travel_Frequently,0,0.02702702702702703,0.02702702702702703,0.002765341058730577,greater,less,0.47465437788018433,Close,50+,74.0
35.0,24.0,13846.0,30.0,2.0,5.0,3.0,19.0,8.0,13.0,2.0,Female,Sales,Masters,Divorced,Manager,Yes,Travel_Rarely,0,0.7916666666666666,0.3333333333333333,0.00036111512350137223,less,equal,0.48325892857142855,Far,30-40,72.0
19.0,7.0,17582.0,28.0,5.0,8.0,3.0,5.0,2.0,1.0,1.0,Male,Support,PhD,Married,Technician,Yes,Travel_Frequently,0,0.7142857142857143,0.2857142857142857,0.00045501080650665453,less,less,0.48679678530424797,Far,Under 30,21.0
30.0,13.0,19388.0,25.0,2.0,19.0,1.0,2.0,2.0,2.0,4.0,Male,Development,Masters,Married,Executive,Yes,Non-Travel,1,0.15384615384615385,0.15384615384615385,0.0009799876212089954,greater,greater,0.49280575539568344,Moderate,Under 30,13.0
62.0,30.0,14766.0,22.0,3.0,24.0,2.0,26.0,16.0,6.0,4.0,Female,Development,Bachelors,Divorced,Manager,No,Travel_Frequently,1,0.8666666666666667,0.5333333333333333,0.0016253555465258025,equal,greater,0.49280575539568344,Moderate,50+,60.0
37.0,15.0,5981.0,26.0,3.0,10.0,2.0,0.0,0.0,0.0,1.0,Female,Finance,High School,Married,Executive,Yes,Travel_Frequently,0,0.0,0.0,0.0016719612104999163,equal,less,0.5064177362893816,Far,30-40,30.0
46.0,14.0,9695.0,41.0,1.0,10.0,1.0,4.0,2.0,3.0,3.0,Female,Development,High School,Divorced,Engineer,No,Travel_Rarely,0,0.2857142857142857,0.14285714285714285,0.0010314595152140279,greater,equal,0.49280575539568344,Very Far,40-50,14.0
20.0,13.0,9707.0,32.0,4.0,3.0,4.0,8.0,0.0,0.0,1.0,Female,Finance,PhD,Single,Manager,Yes,Travel_Rarely,0,0.6153846153846154,0.0,0.00030905532090244153,less,less,0.5064177362893816,Far,Under 30,52.0
36.0,11.0,17522.0,26.0,4.0,22.0,3.0,2.0,2.0,2.0,3.0,Female,Sales,Masters,Divorced,Technician,No,Non-Travel,0,0.18181818181818182,0.18181818181818182,0.0012555644332838717,equal,greater,0.48325892857142855,Far,30-40,33.0
20.0,33.0,5047.0,28.0,1.0,2.0,4.0,32.0,15.0,16.0,2.0,Female,Support,Bachelors,Single,Technician,No,Travel_Rarely,0,0.9696969696969697,0.45454545454545453,0.00039627501486031304,less,less,0.48679678530424797,Far,Under 30,132.0
31.0,7.0,13191.0,20.0,2.0,12.0,3.0,4.0,3.0,4.0,1.0,Female,Finance,Bachelors,Single,Engineer,No,Travel_Frequently,1,0.5714285714285714,0.42857142857142855,0.0009097111667045713,equal,less,0.5064177362893816,Moderate,30-40,21.0
57.0,18.0,4017.0,48.0,2.0,18.0,3.0,16.0,5.0,12.0,1.0,Male,Sales,PhD,Divorced,Technician,No,Travel_Frequently,0,0.8888888888888888,0.2777777777777778,0.004480955937266617,less,less,0.48325892857142855,Very Far,50+,54.0
21.0,4.0,15366.0,2.0,1.0,7.0,4.0,4.0,3.0,4.0,2.0,Male,HR,High School,Married,Manager,No,Travel_Rarely,0,1.0,0.75,0.0004555512169725368,less,less,0.47465437788018433,Close,Under 30,16.0
28.0,26.0,6881.0,23.0,5.0,20.0,1.0,6.0,0.0,4.0,4.0,Female,Finance,Masters,Single,Executive,Yes,Travel_Frequently,0,0.23076923076923078,0.0,0.0029065542799011773,greater,greater,0.5064177362893816,Moderate,Under 30,26.0
48.0,12.0,3478.0,39.0,2.0,20.0,1.0,6.0,3.0,4.0,2.0,Female,Support,Masters,Divorced,Manager,Yes,Travel_Frequently,0,0.5,0.25,0.005750431282346176,less,less,0.48679678530424797,Very Far,40-50,12.0
49.0,30.0,13946.0,21.0,5.0,21.0,1.0,23.0,9.0,16.0,3.0,Male,Finance,High School,Single,Engineer,No,Travel_Rarely,0,0.7666666666666667,0.3,0.0015058081170228022,greater,greater,0.5064177362893816,Moderate,40-50,30.0
44.0,36.0,11423.0,22.0,3.0,20.0,1.0,13.0,6.0,12.0,3.0,Male,HR,Masters,Single,Engineer,Yes,Travel_Frequently,1,0.3611111111111111,0.16666666666666666,0.001750853541101287,greater,less,0.47465437788018433,Moderate,40-50,36.0
47.0,1.0,7434.0,49.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,Female,Finance,PhD,Married,Clerk,Yes,Travel_Rarely,0,0.0,0.0,0.0,greater,greater,0.5064177362893816,Very Far,40-50,1.0
60.0,6.0,2571.0,11.0,1.0,20.0,1.0,1.0,0.0,1.0,4.0,Female,Sales,Masters,Single,Engineer,No,Travel_Rarely,1,0.16666666666666666,0.0,0.007779074290159471,greater,greater,0.48325892857142855,Close,50+,6.0
19.0,10.0,10339.0,30.0,2.0,7.0,3.0,7.0,3.0,5.0,2.0,Female,Finance,Bachelors,Divorced,Engineer,Yes,Travel_Frequently,0,0.7,0.3,0.0006770480704129993,greater,equal,0.5064177362893816,Far,Under 30,30.0
26.0,10.0,13635.0,28.0,4.0,8.0,1.0,10.0,3.0,9.0,3.0,Female,Support,Masters,Single,Technician,Yes,Non-Travel,1,1.0,0.3,0.0005867253392005867,equal,equal,0.48679678530424797,Far,Under 30,10.0
45.0,22.0,2596.0,36.0,5.0,5.0,4.0,19.0,9.0,13.0,4.0,Male,Development,Masters,Single,Executive,No,Non-Travel,0,0.8636363636363636,0.4090909090909091,0.001926040061633282,greater,greater,0.49280575539568344,Far,40-50,88.0
48.0,30.0,19454.0,17.0,4.0,10.0,4.0,1.0,0.0,0.0,3.0,Male,Sales,Masters,Married,Executive,No,Travel_Rarely,0,0.03333333333333333,0.0,0.0005140331037318803,greater,greater,0.48325892857142855,Moderate,40-50,120.0
51.0,7.0,16834.0,21.0,1.0,9.0,3.0,0.0,0.0,0.0,2.0,Male,Sales,High School,Divorced,Technician,No,Non-Travel,1,0.0,0.0,0.0005346322917904241,less,equal,0.48325892857142855,Moderate,50+,21.0
42.0,20.0,5371.0,36.0,5.0,7.0,1.0,13.0,1.0,2.0,2.0,Female,Sales,PhD,Divorced,Manager,No,Travel_Frequently,0,0.65,0.05,0.0013032954757028485,less,equal,0.48325892857142855,Far,40-50,20.0
53.0,30.0,2157.0,25.0,5.0,4.0,4.0,7.0,7.0,2.0,1.0,Female,Finance,High School,Married,Executive,Yes,Non-Travel,1,0.23333333333333334,0.23333333333333334,0.0018544274455261937,equal,less,0.5064177362893816,Moderate,50+,120.0
26.0,12.0,5318.0,30.0,4.0,15.0,4.0,11.0,2.0,6.0,2.0,Male,HR,Masters,Divorced,Manager,Yes,Travel_Rarely,1,0.9166666666666666,0.16666666666666666,0.0028206092515983454,less,less,0.47465437788018433,Far,Under 30,48.0
54.0,10.0,15462.0,42.0,3.0,0.0,4.0,10.0,4.0,7.0,3.0,Male,Support,High School,Divorced,Engineer,No,Non-Travel,1,1.0,0.4,0.0,greater,equal,0.48679678530424797,Very Far,50+,40.0
62.0,28.0,14242.0,35.0,1.0,23.0,2.0,5.0,3.0,3.0,1.0,Male,Sales,High School,Single,Technician,No,Travel_Rarely,0,0.17857142857142858,0.10714285714285714,0.001614941721668305,less,less,0.48325892857142855,Far,50+,56.0
56.0,3.0,9221.0,21.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,Male,Finance,Masters,Married,Executive,No,Travel_Frequently,0,0.6666666666666666,0.3333333333333333,0.00010844810758052273,greater,greater,0.5064177362893816,Moderate,50+,3.0
